318,404,776,200,585,flap
315,404,776,200,588,glide
312,404,776,200,591,glide
309,404,776,200,584,flap
306,404,776,200,587,glide
303,404,776,200,590,glide
300,404,776,200,593,glide
297,404,776,200,586,flap
294,404,776,200,589,glide
291,404,776,200,592,glide
288,404,776,200,585,flap
285,404,776,200,588,glide
282,404,776,200,591,glide
279,404,776,200,584,flap
276,404,776,200,587,glide
273,404,776,200,590,glide
270,404,776,200,593,glide
267,404,776,200,586,flap
264,404,776,200,589,glide
261,404,776,200,592,glide
258,404,776,200,585,flap
255,404,776,200,588,glide
252,404,776,200,591,glide
249,404,776,200,584,flap
246,404,776,200,587,glide
243,404,776,200,590,glide
240,404,776,200,593,glide
237,404,776,200,586,flap
234,404,776,200,589,glide
231,404,776,200,592,glide
228,404,776,200,585,flap
225,404,776,200,588,glide
222,404,776,200,591,glide
219,404,776,200,584,flap
216,404,776,200,587,glide
213,404,776,200,590,glide
210,404,776,200,593,glide
207,404,776,200,586,flap
204,404,776,200,589,glide
201,404,776,200,592,glide
198,404,776,200,585,flap
195,404,776,200,588,glide
192,404,776,200,591,glide
189,404,776,200,584,flap
186,404,776,200,587,glide
183,404,776,200,590,glide
180,404,776,200,593,glide
177,404,776,200,586,flap
174,404,776,200,589,glide
171,404,776,200,592,glide
168,404,776,200,585,flap
165,404,776,200,588,glide
162,404,776,200,591,glide
159,404,776,200,584,flap
156,404,776,200,587,glide
153,404,776,200,590,glide
150,404,776,200,593,glide
147,404,776,200,586,flap
144,404,776,200,589,glide
141,404,776,200,592,glide
138,404,776,200,585,flap
135,404,776,200,588,glide
132,404,776,200,591,glide
129,404,776,200,584,flap
126,404,776,200,587,glide
123,404,776,200,590,glide
120,404,776,200,593,glide
117,404,776,200,586,flap
114,404,776,200,589,glide
111,404,776,200,592,glide
108,404,776,200,585,flap
105,404,776,200,588,glide
102,404,776,200,591,glide
99,404,776,200,584,flap
96,404,776,200,587,glide
93,404,776,200,590,glide
90,404,776,200,593,glide
87,404,776,200,586,flap
84,404,776,200,589,glide
81,404,776,200,592,glide
78,404,776,200,585,flap
75,404,776,200,588,glide
72,404,776,200,591,glide
69,404,776,200,584,flap
66,404,776,200,587,glide
63,404,776,200,590,glide
60,404,776,200,593,glide
57,404,776,200,586,flap
54,404,776,200,589,glide
51,404,776,200,592,glide
48,404,776,200,585,flap
645,303,749,200,578,flap
642,303,749,200,571,flap
639,303,749,200,564,flap
636,303,749,200,557,flap
633,303,749,200,550,flap
630,303,749,200,543,flap
627,303,749,200,536,flap
624,303,749,200,529,flap
621,303,749,200,522,flap
618,303,749,200,525,glide
615,303,749,200,528,glide
612,303,749,200,521,flap
609,303,749,200,524,glide
606,303,749,200,527,glide
603,303,749,200,520,flap
600,303,749,200,523,glide
597,303,749,200,526,glide
594,303,749,200,529,glide
591,303,749,200,522,flap
588,303,749,200,525,glide
585,303,749,200,528,glide
582,303,749,200,521,flap
579,303,749,200,524,glide
576,303,749,200,527,glide
573,303,749,200,520,flap
570,303,749,200,523,glide
567,303,749,200,526,glide
564,303,749,200,529,glide
561,303,749,200,522,flap
558,303,749,200,525,glide
555,303,749,200,528,glide
552,303,749,200,521,flap
549,303,749,200,524,glide
546,303,749,200,527,glide
543,303,749,200,520,flap
540,303,749,200,523,glide
537,303,749,200,526,glide
534,303,749,200,529,glide
531,303,749,200,522,flap
528,303,749,200,525,glide
525,303,749,200,528,glide
522,303,749,200,521,flap
519,303,749,200,524,glide
516,303,749,200,527,glide
513,303,749,200,520,flap
510,303,749,200,523,glide
507,303,749,200,526,glide
504,303,749,200,529,glide
501,303,749,200,522,flap
498,303,749,200,525,glide
495,303,749,200,528,glide
492,303,749,200,521,flap
489,303,749,200,524,glide
486,303,749,200,527,glide
483,303,749,200,520,flap
480,303,749,200,523,glide
477,303,749,200,526,glide
474,303,749,200,529,glide
471,303,749,200,522,flap
468,303,749,200,525,glide
465,303,749,200,528,glide
462,303,749,200,521,flap
459,303,749,200,524,glide
456,303,749,200,527,glide
453,303,749,200,520,flap
450,303,749,200,523,glide
447,303,749,200,526,glide
444,303,749,200,529,glide
441,303,749,200,522,flap
438,303,749,200,525,glide
435,303,749,200,528,glide
432,303,749,200,521,flap
429,303,749,200,524,glide
426,303,749,200,527,glide
423,303,749,200,520,flap
420,303,749,200,523,glide
417,303,749,200,526,glide
414,303,749,200,529,glide
411,303,749,200,522,flap
408,303,749,200,525,glide
405,303,749,200,528,glide
402,303,749,200,521,flap
399,303,749,200,524,glide
396,303,749,200,527,glide
393,303,749,200,520,flap
390,303,749,200,523,glide
387,303,749,200,526,glide
384,303,749,200,529,glide
381,303,749,200,522,flap
378,303,749,200,525,glide
375,303,749,200,528,glide
372,303,749,200,521,flap
369,303,749,200,524,glide
366,303,749,200,527,glide
363,303,749,200,520,flap
360,303,749,200,523,glide
357,303,749,200,526,glide
